Timestamp,Milliseconds,X,Y,Z
2022-04-11 22:18:34,0,9.842862,0.11492168,-0.1364695
2022-04-11 22:18:34,101,9.838074,0.107739076,-0.12689269
2022-04-11 22:18:34,200,9.81892,0.1340753,-0.12928689
2022-04-11 22:18:34,300,9.840468,0.10055647,-0.1604115
2022-04-11 22:18:34,400,9.83568,0.11971009,-0.1340753
2022-04-11 22:18:34,500,9.828497,0.12210429,-0.110133275
2022-04-11 22:18:34,600,9.833285,0.11731588,-0.15801731
2022-04-11 22:18:35,702,9.857227,0.11492168,-0.1364695
2022-04-11 22:18:35,800,9.787796,0.16519992,-0.07182605
2022-04-11 22:18:35,901,9.830892,0.107739076,-0.10534488
2022-04-11 22:18:35,1000,9.838074,0.1364695,-0.15083471
2022-04-11 22:18:35,1100,9.797373,0.12928689,-0.11731588
2022-04-11 22:18:35,1200,9.814132,0.035913024,-0.11731588
2022-04-11 22:18:35,1301,9.854834,0.09816227,-0.12449849
2022-04-11 22:18:35,1400,9.821315,0.1316811,-0.12928689
2022-04-11 22:18:35,1500,9.83568,0.11252748,-0.1412579
2022-04-11 22:18:35,1600,9.852439,0.1340753,-0.16759412
2022-04-11 22:18:36,1700,9.842862,0.12210429,-0.1388637
2022-04-11 22:18:36,1800,9.840468,0.1316811,-0.15562311
2022-04-11 22:18:36,1901,9.840468,0.11492168,-0.16759412
2022-04-11 22:18:36,2000,9.83568,0.1340753,-0.1436521
2022-04-11 22:18:36,2100,9.859622,0.11731588,-0.16998832
2022-04-11 22:18:36,2201,9.833285,0.11971009,-0.17956513
2022-04-11 22:18:36,2300,9.838074,0.11492168,-0.1436521
2022-04-11 22:18:36,2400,9.826103,0.1364695,-0.16280572
2022-04-11 22:18:36,2500,9.828497,0.11971009,-0.17717093
2022-04-11 22:18:36,2601,9.830892,0.10534488,-0.17717093
2022-04-11 22:18:37,2700,9.842862,0.1388637,-0.17956513
2022-04-11 22:18:37,2800,9.833285,0.11731588,-0.17717093
2022-04-11 22:18:37,2900,9.83568,0.12210429,-0.17717093
2022-04-11 22:18:37,3000,9.828497,0.12449849,-0.16998832
2022-04-11 22:18:37,3101,9.816526,0.1388637,-0.16280572
2022-04-11 22:18:37,3200,9.847651,0.11252748,-0.18435353
2022-04-11 22:18:37,3300,9.852439,0.11971009,-0.17238252
2022-04-11 22:18:37,3401,9.828497,0.10055647,-0.16998832
2022-04-11 22:18:37,3500,9.850045,0.11492168,-0.17956513
