Timestamp,Milliseconds,X,Y,Z
2022-04-16 10:53:53,2,0.03642284,0.008781188,-0.0107665
2022-04-16 10:53:53,101,0.022983804,-0.008323039,0.0075594573
2022-04-16 10:53:53,201,0.0107665,-0.008323039,0.005726862
2022-04-16 10:53:53,302,-0.02405282,-0.0077121737,0.009392053
2022-04-16 10:53:53,401,0.03153592,-9.92656E-4,0.001450805
2022-04-16 10:53:53,501,0.0046578473,-0.0052687125,0.0032834008
2022-04-16 10:53:53,602,-0.022220224,8.399397E-4,0.006948592
2022-04-16 10:53:53,701,0.02359467,0.005726862,-9.92656E-4
2022-04-16 10:53:53,801,-0.016111571,-0.003436117,0.0051159966
2022-04-16 10:53:53,901,-0.011224649,8.399397E-4,0.008781188
2022-04-16 10:53:54,1001,0.025427265,0.0051159966,0.0032834008
2022-04-16 10:53:54,1101,-0.024663685,-0.011377365,0.010002919
2022-04-16 10:53:54,1201,0.008933905,-3.8179077E-4,0.006337727
2022-04-16 10:53:54,1302,0.009544769,2.2907447E-4,-0.0016035213
2022-04-16 10:53:54,1401,-0.018555032,-0.0028252518,0.005726862
2022-04-16 10:53:54,1501,0.013820826,0.0045051314,-0.0016035213
2022-04-16 10:53:54,1601,-2.2907447E-4,0.0032834008,-0.0028252518
2022-04-16 10:53:54,1701,-0.014278975,0.001450805,0.0026725354
2022-04-16 10:53:54,1801,0.004046982,0.0051159966,0.0020616702
2022-04-16 10:53:55,1903,0.0022143866,0.0020616702,2.2907447E-4
2022-04-16 10:53:55,2001,-0.012446379,-0.0028252518,2.2907447E-4
2022-04-16 10:53:55,2102,0.021762075,2.2907447E-4,0.0020616702
2022-04-16 10:53:55,2201,-0.001450805,-9.92656E-4,0.0032834008
2022-04-16 10:53:55,2301,-0.009392053,0.0045051314,0.001450805
2022-04-16 10:53:55,2401,0.018096883,0.0051159966,-0.0052687125
2022-04-16 10:53:55,2501,-0.010002919,-0.0046578473,0.003894266
2022-04-16 10:53:55,2601,-0.005726862,8.399397E-4,0.006948592
2022-04-16 10:53:55,2701,0.022372939,8.399397E-4,-0.004046982
2022-04-16 10:53:55,2802,-0.014278975,-0.010155635,0.0020616702
2022-04-16 10:53:55,2901,-0.0020616702,-0.003436117,0.006337727
2022-04-16 10:53:56,3001,0.020540344,0.0020616702,-0.004046982
2022-04-16 10:53:56,3101,-0.017944166,0.001450805,0.001450805
2022-04-16 10:53:56,3202,0.014431692,0.0032834008,-0.003436117
2022-04-16 10:53:56,3301,0.016264288,-0.0046578473,-9.92656E-4
2022-04-16 10:53:56,3401,-0.011224649,-0.005879578,0.0045051314
2022-04-16 10:53:56,3501,0.0077121737,8.399397E-4,8.399397E-4
2022-04-16 10:53:56,3601,0.013209961,0.001450805,8.399397E-4
2022-04-16 10:53:56,3702,-0.017944166,-9.92656E-4,0.001450805
2022-04-16 10:53:56,3801,0.0064904434,0.005726862,0.0026725354
2022-04-16 10:53:56,3901,0.02115121,-0.0016035213,-0.004046982
2022-04-16 10:53:57,4001,-0.020387627,-0.0071013086,0.005726862
2022-04-16 10:53:57,4101,0.015653422,0.003894266,-0.004046982
2022-04-16 10:53:57,4202,0.011377365,0.0051159966,-0.005879578
2022-04-16 10:53:57,4303,-0.02649628,-0.003436117,0.0045051314
2022-04-16 10:53:57,4401,0.0107665,0.0032834008,0.003894266
2022-04-16 10:53:57,4501,0.0107665,-0.0046578473,0.0020616702
2022-04-16 10:53:57,4601,-0.022831088,-0.010155635,0.006948592
2022-04-16 10:53:57,4701,0.016264288,2.2907447E-4,2.2907447E-4
2022-04-16 10:53:57,4801,0.015042556,-0.0028252518,-0.0046578473
2022-04-16 10:53:57,4902,-0.024663685,-3.8179077E-4,-0.011377365
2022-04-16 10:53:58,5001,0.027870728,0.01366811,0.0045051314
2022-04-16 10:53:58,5101,-8.399397E-4,-0.0107665,-0.0052687125
2022-04-16 10:53:58,5201,-0.015500706,-9.92656E-4,0.014278975
2022-04-16 10:53:58,5301,0.016875152,-0.008933905,-0.0022143866
2022-04-16 10:53:58,5401,0.005879578,-0.0046578473,0.008781188
2022-04-16 10:53:58,5501,0.005879578,-0.008323039,8.399397E-4
2022-04-16 10:53:58,5601,0.003436117,2.2907447E-4,0.0081703225
2022-04-16 10:53:58,5701,0.0071013086,-9.92656E-4,-0.003436117
2022-04-16 10:53:58,5801,-0.022831088,-0.021762075,-0.0028252518
2022-04-16 10:53:58,5901,0.040698897,0.035659257,0.017944166
2022-04-16 10:53:59,6002,-0.02649628,-0.021762075,-0.032757647
2022-04-16 10:53:59,6101,-0.019165898,0.020387627,0.0173333
2022-04-16 10:53:59,6201,0.016875152,-0.013209961,-0.0071013086
2022-04-16 10:53:59,6301,-0.023441954,-0.004046982,0.005726862
2022-04-16 10:53:59,6401,-0.022220224,0.011835515,0.029550606
2022-04-16 10:53:59,6501,-0.001450805,-0.010155635,-0.004046982
2022-04-16 10:53:59,6601,0.021762075,0.001450805,-0.003436117
2022-04-16 10:53:59,6701,-0.0045051314,-0.01198823,-0.004046982
2022-04-16 10:53:59,6801,-0.025885414,-0.0028252518,0.0020616702
2022-04-16 10:53:59,6902,3.8179077E-4,-0.015653422,0.009392053
2022-04-16 10:54:00,7001,0.024205536,-0.0064904434,-0.015042556
2022-04-16 10:54:00,7101,0.015653422,0.0020616702,0.003894266
2022-04-16 10:54:00,7201,-0.0051159966,-0.012599096,-0.0016035213
2022-04-16 10:54:00,7301,-0.006948592,-0.014431692,0.014278975
2022-04-16 10:54:00,7402,0.02603813,2.2907447E-4,0.005726862
2022-04-16 10:54:00,7501,0.025427265,0.003894266,0.0051159966
2022-04-16 10:54:00,7601,0.0077121737,-0.018096883,-0.008933905
2022-04-16 10:54:00,7701,0.008323039,-0.010155635,-3.8179077E-4
2022-04-16 10:54:00,7801,-0.0051159966,0.001450805,-0.0064904434
2022-04-16 10:54:00,7901,-0.016111571,0.0045051314,0.006948592
2022-04-16 10:54:01,8001,-0.006948592,-0.008933905,0.009392053
2022-04-16 10:54:01,8102,-2.2907447E-4,0.003894266,0.010002919
2022-04-16 10:54:01,8201,-0.008781188,0.022220224,-0.0052687125
2022-04-16 10:54:01,8301,-0.001450805,-3.8179077E-4,-0.004046982
2022-04-16 10:54:01,8401,-0.010613783,0.011224649,-0.004046982
2022-04-16 10:54:01,8501,-0.0020616702,0.01366811,0.017944166
2022-04-16 10:54:01,8602,-0.009392053,0.017944166,0.005726862
2022-04-16 10:54:01,8701,-0.01366811,0.021609358,0.010613783
2022-04-16 10:54:01,8801,-0.006337727,0.022831088,0.0045051314
2022-04-16 10:54:01,8901,0.022983804,0.03443753,0.008781188
2022-04-16 10:54:02,9001,0.013209961,0.043600507,0.001450805
2022-04-16 10:54:02,9102,-0.045433104,0.041157044,0.009392053
2022-04-16 10:54:02,9201,-0.011224649,0.04665483,0.012446379
2022-04-16 10:54:02,9301,0.027259862,0.012446379,0.041157044
2022-04-16 10:54:02,9401,0.0687987,0.05826127,0.008781188
2022-04-16 10:54:02,9502,-0.021609358,0.08636107,0.0081703225
2022-04-16 10:54:02,9601,0.0022143866,0.0753655,0.02405282
2022-04-16 10:54:02,9701,0.029092457,0.057650406,0.02405282
2022-04-16 10:54:02,9801,0.005879578,0.081474155,0.01488984
2022-04-16 10:54:02,9901,-0.0026725354,0.0753655,0.0020616702
2022-04-16 10:54:03,10002,-2.2907447E-4,0.07414377,0.014278975
2022-04-16 10:54:03,10101,0.003436117,0.06498079,0.0081703225
2022-04-16 10:54:03,10201,0.027870728,0.059483003,0.01366811
2022-04-16 10:54:03,10301,-0.010613783,0.049098294,-0.008933905
2022-04-16 10:54:03,10401,-0.014278975,0.071700305,0.0173333
2022-04-16 10:54:03,10501,0.014431692,0.042378776,8.399397E-4
2022-04-16 10:54:03,10601,0.0052687125,0.061926465,0.012446379
2022-04-16 10:54:03,10701,-0.006948592,0.0313832,0.032604933
2022-04-16 10:54:03,10801,0.05047274,0.04176791,0.027718011
2022-04-16 10:54:03,10901,-0.011835515,0.019165898,-0.0071013086
2022-04-16 10:54:04,11002,-0.0173333,0.0313832,-9.92656E-4
2022-04-16 10:54:04,11101,0.012599096,0.03688099,0.0032834008
2022-04-16 10:54:04,11201,0.0064904434,0.009392053,0.023441954
2022-04-16 10:54:04,11301,-0.0313832,0.036270123,0.022831088
2022-04-16 10:54:04,11401,0.059024855,0.07780896,-0.07307476
2022-04-16 10:54:04,11501,-0.11995866,0.08208502,-0.09140071
2022-04-16 10:54:04,11602,-0.04970916,0.096134916,-0.089568116
2022-04-16 10:54:04,11701,0.019929478,0.06498079,-0.052916203
2022-04-16 10:54:04,11801,-0.015500706,0.05093089,0.030161472
2022-04-16 10:54:04,11901,0.02115121,0.020998493,-0.0064904434
2022-04-16 10:54:05,12001,0.019929478,0.047876563,-0.018096883
2022-04-16 10:54:05,12101,-0.0045051314,0.020387627,-0.06085745
2022-04-16 10:54:05,12201,-0.001450805,0.072922036,-0.0071013086
2022-04-16 10:54:05,12301,-0.04176791,0.018555032,0.030161472
2022-04-16 10:54:05,12402,0.0022143866,0.047876563,0.030772336
2022-04-16 10:54:05,12501,-0.008781188,0.022220224,-0.027259862
2022-04-16 10:54:05,12601,-0.02649628,0.037491854,0.027718011
2022-04-16 10:54:05,12701,0.02603813,0.015500706,-0.0022143866
2022-04-16 10:54:05,12801,0.038255434,0.05459608,0.030161472
2022-04-16 10:54:05,12901,0.030314188,0.053985216,-0.0046578473
2022-04-16 10:54:06,13002,0.009544769,0.065591656,0.030161472
2022-04-16 10:54:06,13101,-0.015500706,0.055817813,0.012446379
2022-04-16 10:54:06,13201,0.0071013086,0.11323915,0.0075594573
2022-04-16 10:54:06,13301,0.037033707,0.13278683,0.023441954
2022-04-16 10:54:06,13401,0.015653422,0.087582804,0.030772336
2022-04-16 10:54:06,13501,0.0016035213,0.2018146,-0.027870728
2022-04-16 10:54:06,13602,0.02359467,0.15661058,0.001450805
2022-04-16 10:54:06,13701,0.005879578,0.12851077,0.015500706
2022-04-16 10:54:06,13801,0.024816401,0.15722144,-0.04192063
2022-04-16 10:54:06,13901,0.013820826,0.19326249,-0.026648996
2022-04-16 10:54:07,14001,0.01198823,0.20731239,0.006948592
2022-04-16 10:54:07,14102,0.0016035213,0.21464278,-3.8179077E-4
2022-04-16 10:54:07,14201,0.008933905,0.21586451,-0.069409564
2022-04-16 10:54:07,14301,0.03153592,0.20486893,-0.034590244
2022-04-16 10:54:07,14401,0.013209961,0.17676914,-0.030925052
2022-04-16 10:54:07,14501,0.011377365,0.14317155,0.0332158
2022-04-16 10:54:07,14601,0.044974953,0.14683673,0.0051159966
2022-04-16 10:54:07,14702,0.03214678,0.15416712,-0.034590244
2022-04-16 10:54:07,14801,-0.0173333,0.17127134,-0.02359467
2022-04-16 10:54:07,14901,-0.010002919,0.18043432,-0.019929478
2022-04-16 10:54:08,15002,0.05719226,0.16821702,0.04848743
2022-04-16 10:54:08,15101,-0.006948592,0.19326249,0.06314819
2022-04-16 10:54:08,15201,0.039477166,0.16455182,-0.0022143866
2022-04-16 10:54:08,15301,0.047418416,0.15294538,-0.032757647
2022-04-16 10:54:08,15401,-0.025885414,0.19876029,-0.015653422
2022-04-16 10:54:08,15502,0.013209961,0.15355626,0.023441954
2022-04-16 10:54:08,15601,0.003436117,0.18348865,0.019165898
2022-04-16 10:54:08,15701,-0.03688099,0.16882788,-0.009544769
2022-04-16 10:54:08,15801,3.8179077E-4,0.16577356,-0.057803124
2022-04-16 10:54:08,15901,0.03153592,0.18409951,-0.03642284
2022-04-16 10:54:09,16001,-0.019165898,0.18104519,0.011835515
2022-04-16 10:54:09,16101,0.014431692,0.19081903,0.027107146
2022-04-16 10:54:09,16202,0.015653422,0.1596649,0.024663685
2022-04-16 10:54:09,16301,0.0028252518,0.2195297,0.047876563
2022-04-16 10:54:09,16401,-0.032604933,0.19937114,0.014278975
2022-04-16 10:54:09,16501,-0.020998493,0.19081903,-0.037033707
2022-04-16 10:54:09,16602,0.029092457,0.2054798,-0.016875152
2022-04-16 10:54:09,16701,-0.030161472,0.15844317,-0.040698897
